Timestamp,Load (kW),Price (INR/kWh),Solar (pu),Weather
2025-10-21 12:00:00,1116.87,6.18,0.002,Sunny
2025-10-21 12:30:00,1066.84,6.76,0.0,Sunny
2025-10-21 13:00:00,1220.28,6.87,0.0,Sunny
2025-10-21 13:30:00,954.22,6.73,0.012,Sunny
2025-10-21 14:00:00,947.52,6.54,0.023,Sunny
2025-10-21 14:30:00,871.85,5.96,0.011,Sunny
2025-10-21 15:00:00,742.94,5.64,0.02,Sunny
2025-10-21 15:30:00,708.44,5.32,0.0,Sunny
2025-10-21 16:00:00,646.78,5.09,0.0,Sunny
2025-10-21 16:30:00,618.81,5.39,0.0,Sunny
2025-10-21 17:00:00,524.93,5.03,0.002,Sunny
2025-10-21 17:30:00,545.02,5.27,0.056,Sunny
2025-10-21 18:00:00,505.55,4.87,0.096,Sunny
2025-10-21 18:30:00,519.19,4.26,0.165,Sunny
2025-10-21 19:00:00,544.77,4.17,0.215,Sunny
2025-10-21 19:30:00,494.11,3.84,0.273,Sunny
2025-10-21 20:00:00,471.2,3.53,0.36,Sunny
2025-10-21 20:30:00,531.37,3.3,0.503,Sunny
2025-10-21 21:00:00,641.74,3.34,0.649,Sunny
2025-10-21 21:30:00,724.25,4.04,0.829,Sunny
2025-10-21 22:00:00,896.51,4.39,0.904,Sunny
2025-10-21 22:30:00,901.51,4.8,1.0,Sunny
2025-10-21 23:00:00,1098.24,5.3,1.0,Sunny
2025-10-21 23:30:00,1029.14,6.01,1.0,Sunny
2025-10-22 00:00:00,1178.14,6.74,0.866,Sunny
2025-10-22 00:30:00,1196.55,6.53,0.785,Sunny
2025-10-22 01:00:00,1170.82,6.58,0.624,Sunny
2025-10-22 01:30:00,1062.76,6.3,0.529,Sunny
2025-10-22 02:00:00,1015.43,5.72,0.365,Sunny
2025-10-22 02:30:00,961.26,5.56,0.281,Sunny
2025-10-22 03:00:00,817.19,5.92,0.195,Sunny
2025-10-22 03:30:00,712.3,5.7,0.118,Sunny
2025-10-22 04:00:00,689.28,5.35,0.085,Sunny
2025-10-22 04:30:00,615.72,5.26,0.09,Sunny
2025-10-22 05:00:00,503.08,4.97,0.038,Sunny
2025-10-22 05:30:00,537.13,4.82,0.041,Sunny
2025-10-22 06:00:00,503.94,4.7,0.039,Sunny
2025-10-22 06:30:00,483.61,4.26,0.057,Sunny
2025-10-22 07:00:00,435.49,4.05,0.068,Sunny
2025-10-22 07:30:00,457.63,3.62,0.063,Sunny
2025-10-22 08:00:00,506.9,3.4,0.072,Sunny
2025-10-22 08:30:00,574.33,3.18,0.07,Sunny
2025-10-22 09:00:00,647.64,3.41,0.079,Sunny
2025-10-22 09:30:00,757.24,3.69,0.068,Sunny
2025-10-22 10:00:00,751.86,3.85,0.062,Sunny
2025-10-22 10:30:00,847.49,4.66,0.058,Sunny
2025-10-22 11:00:00,914.84,5.32,0.046,Sunny
2025-10-22 11:30:00,938.79,5.75,0.02,Sunny
2025-10-22 12:00:00,1186.37,6.37,0.084,Sunny
2025-10-22 12:30:00,1296.55,6.76,0.059,Sunny
2025-10-22 13:00:00,1291.02,6.82,0.046,Sunny
2025-10-22 13:30:00,1203.01,6.45,0.06,Sunny
2025-10-22 14:00:00,1022.08,5.86,0.045,Sunny
2025-10-22 14:30:00,1048.63,5.85,0.038,Sunny
2025-10-22 15:00:00,841.72,5.96,0.042,Sunny
2025-10-22 15:30:00,749.3,5.55,0.049,Sunny
2025-10-22 16:00:00,700.72,5.74,0.045,Sunny
2025-10-22 16:30:00,718.59,5.46,0.06,Sunny
2025-10-22 17:00:00,669.63,5.55,0.089,Sunny
2025-10-22 17:30:00,661.77,5.09,0.138,Sunny
2025-10-22 18:00:00,606.66,4.88,0.221,Sunny
2025-10-22 18:30:00,575.09,4.71,0.311,Sunny
2025-10-22 19:00:00,578.01,4.52,0.411,Sunny
2025-10-22 19:30:00,555.12,4.24,0.532,Sunny
2025-10-22 20:00:00,572.3,3.95,0.64,Sunny
2025-10-22 20:30:00,651.64,3.71,0.788,Sunny
2025-10-22 21:00:00,690.53,3.49,0.868,Sunny
2025-10-22 21:30:00,800.76,3.74,0.972,Sunny
2025-10-22 22:00:00,958.91,4.21,0.936,Sunny
2025-10-22 22:30:00,1102.51,4.95,0.927,Sunny
2025-10-22 23:00:00,1160.21,5.86,0.879,Sunny
2025-10-22 23:30:00,1091.68,6.36,0.75,Sunny
2025-10-23 00:00:00,1179.07,6.35,0.663,Sunny
2025-10-23 00:30:00,1180.12,6.82,0.511,Sunny
2025-10-23 01:00:00,1161.97,6.74,0.389,Sunny
2025-10-23 01:30:00,1062.0,6.12,0.275,Sunny
2025-10-23 02:00:00,1044.9,5.8,0.158,Sunny
2025-10-23 02:30:00,1029.06,5.99,0.073,Sunny
2025-10-23 03:00:00,885.8,5.75,0.04,Sunny
2025-10-23 03:30:00,776.32,5.99,0.013,Sunny
2025-10-23 04:00:00,672.86,5.57,0.0,Sunny
