Timestamp,Load (kW),Price (INR/kWh),Solar (pu),Weather
2025-10-21 12:00:00,1314.67,7.09,0.0,Cloudy
2025-10-21 12:30:00,1296.64,7.19,0.0,Cloudy
2025-10-21 13:00:00,1079.91,6.84,0.0,Cloudy
2025-10-21 13:30:00,1103.73,6.99,0.0,Cloudy
2025-10-21 14:00:00,1057.93,6.27,0.0,Cloudy
2025-10-21 14:30:00,1003.75,6.04,0.0,Cloudy
2025-10-21 15:00:00,885.56,5.69,0.0,Cloudy
2025-10-21 15:30:00,782.82,5.86,0.0,Cloudy
2025-10-21 16:00:00,729.2,5.95,0.001,Cloudy
2025-10-21 16:30:00,591.41,5.41,0.024,Cloudy
2025-10-21 17:00:00,603.69,5.49,0.041,Cloudy
2025-10-21 17:30:00,572.64,5.18,0.074,Cloudy
2025-10-21 18:00:00,569.42,5.12,0.143,Cloudy
2025-10-21 18:30:00,556.31,4.47,0.175,Cloudy
2025-10-21 19:00:00,493.47,4.11,0.131,Cloudy
2025-10-21 19:30:00,571.08,4.0,0.113,Cloudy
2025-10-21 20:00:00,548.56,3.54,0.172,Cloudy
2025-10-21 20:30:00,586.04,3.81,0.205,Cloudy
2025-10-21 21:00:00,624.14,3.85,0.143,Cloudy
2025-10-21 21:30:00,708.25,4.04,0.112,Cloudy
2025-10-21 22:00:00,978.52,4.67,0.274,Cloudy
2025-10-21 22:30:00,1053.92,4.85,0.306,Cloudy
2025-10-21 23:00:00,1198.89,5.54,0.526,Cloudy
2025-10-21 23:30:00,1183.78,6.05,0.624,Cloudy
2025-10-22 00:00:00,1301.95,6.64,0.447,Cloudy
2025-10-22 00:30:00,1367.51,6.7,0.556,Cloudy
2025-10-22 01:00:00,1163.97,7.03,0.771,Cloudy
2025-10-22 01:30:00,1230.31,6.36,0.445,Cloudy
2025-10-22 02:00:00,1107.71,6.27,0.721,Cloudy
2025-10-22 02:30:00,934.5,6.13,0.611,Cloudy
2025-10-22 03:00:00,850.05,5.39,0.381,Cloudy
2025-10-22 03:30:00,736.84,5.75,0.418,Cloudy
2025-10-22 04:00:00,688.73,5.42,0.303,Cloudy
2025-10-22 04:30:00,596.06,5.37,0.249,Cloudy
2025-10-22 05:00:00,623.08,5.73,0.099,Cloudy
2025-10-22 05:30:00,626.92,5.39,0.042,Cloudy
2025-10-22 06:00:00,526.13,5.31,0.072,Cloudy
2025-10-22 06:30:00,519.55,4.94,0.045,Cloudy
2025-10-22 07:00:00,566.77,4.85,0.092,Cloudy
2025-10-22 07:30:00,494.1,4.25,0.14,Cloudy
2025-10-22 08:00:00,557.96,3.67,0.104,Cloudy
2025-10-22 08:30:00,584.59,3.61,0.062,Cloudy
2025-10-22 09:00:00,711.9,3.57,0.074,Cloudy
2025-10-22 09:30:00,848.85,4.18,0.081,Cloudy
2025-10-22 10:00:00,1022.83,4.69,0.0,Cloudy
2025-10-22 10:30:00,1117.08,5.35,0.025,Cloudy
2025-10-22 11:00:00,1177.16,5.72,0.034,Cloudy
2025-10-22 11:30:00,1190.38,6.62,0.086,Cloudy
2025-10-22 12:00:00,1174.17,7.03,0.076,Cloudy
2025-10-22 12:30:00,1139.81,6.55,0.011,Cloudy
2025-10-22 13:00:00,1113.52,6.48,0.076,Cloudy
2025-10-22 13:30:00,1148.51,6.44,0.121,Cloudy
2025-10-22 14:00:00,995.6,6.33,0.124,Cloudy
2025-10-22 14:30:00,976.12,5.82,0.099,Cloudy
2025-10-22 15:00:00,857.64,6.11,0.03,Cloudy
2025-10-22 15:30:00,883.56,5.57,0.075,Cloudy
2025-10-22 16:00:00,659.71,6.02,0.03,Cloudy
2025-10-22 16:30:00,628.47,5.74,0.003,Cloudy
2025-10-22 17:00:00,583.67,5.73,0.073,Cloudy
2025-10-22 17:30:00,575.59,5.02,0.101,Cloudy
2025-10-22 18:00:00,552.25,5.28,0.167,Cloudy
2025-10-22 18:30:00,531.04,4.73,0.18,Cloudy
2025-10-22 19:00:00,542.28,4.23,0.391,Cloudy
2025-10-22 19:30:00,526.53,4.08,0.5,Cloudy
2025-10-22 20:00:00,527.56,3.76,0.496,Cloudy
2025-10-22 20:30:00,647.66,3.51,0.462,Cloudy
2025-10-22 21:00:00,727.03,3.55,0.519,Cloudy
2025-10-22 21:30:00,829.05,3.92,0.592,Cloudy
2025-10-22 22:00:00,853.58,4.45,0.701,Cloudy
2025-10-22 22:30:00,950.9,5.36,0.778,Cloudy
2025-10-22 23:00:00,1149.37,5.7,0.736,Cloudy
2025-10-22 23:30:00,1202.27,6.15,0.426,Cloudy
2025-10-23 00:00:00,1207.3,6.6,0.62,Cloudy
2025-10-23 00:30:00,1247.25,7.08,0.514,Cloudy
2025-10-23 01:00:00,1303.35,6.81,0.375,Cloudy
2025-10-23 01:30:00,1074.9,6.46,0.369,Cloudy
2025-10-23 02:00:00,1079.98,6.5,0.173,Cloudy
2025-10-23 02:30:00,1006.23,5.55,0.236,Cloudy
2025-10-23 03:00:00,922.45,5.89,0.123,Cloudy
2025-10-23 03:30:00,757.74,5.84,0.067,Cloudy
2025-10-23 04:00:00,828.81,5.82,0.044,Cloudy
2025-10-23 04:30:00,726.29,5.65,0.044,Cloudy
2025-10-23 05:00:00,627.54,5.61,0.01,Cloudy
2025-10-23 05:30:00,546.02,5.42,0.0,Cloudy
2025-10-23 06:00:00,624.53,5.07,0.0,Cloudy
2025-10-23 06:30:00,538.21,4.73,0.0,Cloudy
2025-10-23 07:00:00,547.68,4.48,0.0,Cloudy
2025-10-23 07:30:00,603.26,3.91,0.0,Cloudy
2025-10-23 08:00:00,621.08,4.03,0.009,Cloudy
2025-10-23 08:30:00,679.15,3.82,0.0,Cloudy
2025-10-23 09:00:00,743.96,3.97,0.0,Cloudy
2025-10-23 09:30:00,839.21,4.07,0.0,Cloudy
2025-10-23 10:00:00,964.7,4.29,0.0,Cloudy
2025-10-23 10:30:00,1153.32,5.44,0.0,Cloudy
2025-10-23 11:00:00,1172.23,5.59,0.0,Cloudy
2025-10-23 11:30:00,1163.76,6.23,0.0,Cloudy
2025-10-23 12:00:00,1081.89,6.84,0.0,Cloudy
2025-10-23 12:30:00,1290.45,6.69,0.0,Cloudy
2025-10-23 13:00:00,1019.28,6.59,0.0,Cloudy
2025-10-23 13:30:00,1170.84,6.87,0.0,Cloudy
2025-10-23 14:00:00,1073.12,6.4,0.02,Cloudy
2025-10-23 14:30:00,895.2,6.37,0.0,Cloudy
2025-10-23 15:00:00,754.39,6.03,0.048,Cloudy
2025-10-23 15:30:00,712.96,5.78,0.121,Cloudy
2025-10-23 16:00:00,615.35,5.9,0.122,Cloudy
2025-10-23 16:30:00,640.21,5.69,0.128,Cloudy
